content_id,client_id,baseline_score,reason_code,impressions_90d,ctr,days_since_last_update,is_declining_label
content_964dd0100c99,client_7f2253d7e2,0,no_flag,41078,0.09,20,1
content_e924cb24fdc1,client_6208ef0f77,0,no_flag,2231,0.13,104,1
content_9b4ddfa91f64,client_0b918943df,0,no_flag,121,0.0,20,0
content_c91736b0806e,client_19581e27de,0,no_flag,4225,0.07,22,0
content_f5ebb9594e15,client_19581e27de,0,no_flag,313,0.0,22,1
content_be9c790c07c8,client_19581e27de,0,no_flag,1582,0.25,20,0
content_2f0d3803995d,client_349c41201b,0,no_flag,5889,0.31,8,1
content_9493ba1c9475,client_6208ef0f77,0,no_flag,19043,0.58,104,0
content_84e9d43ca93e,client_e629fa6598,0,no_flag,2,0.0,20,0
content_e80a282bc80f,client_19581e27de,0,no_flag,1016,0.3,22,0
content_482e9f403294,client_19581e27de,0,no_flag,2579,0.27,104,0
content_91b789aecabe,client_6208ef0f77,0,no_flag,2072,0.19,104,1
content_846a0f7137eb,client_19581e27de,0,no_flag,125,0.0,22,0
content_53d94816b5b0,client_7f2253d7e2,0,no_flag,6510,0.77,106,1
content_483f5d0b409c,client_4e07408562,0,low_ctr_visible_page,1442,0.0,14,1
content_d3b4a729c0c2,client_19581e27de,0,no_flag,210,0.0,22,1
content_29ec1008c834,client_9f14025af0,0,no_flag,2,0.0,151,0
content_c68021bea098,client_8527a891e2,0,no_flag,1,0.0,20,0
content_de58f5f7ea8b,client_19581e27de,0,low_ctr_visible_page,25970,0.05,20,0
content_21f4a3d24142,client_19581e27de,0,low_ctr_visible_page,1563,0.06,22,0
content_369bc1fcb929,client_f74efabef1,0,no_flag,12,0.0,20,0
content_a59fe9b83c0d,client_e29c9c180c,0,no_flag,1,0.0,20,0
content_7df8d787d333,client_624b60c58c,0,no_flag,6461,0.79,104,0
content_9ca158d1183a,client_e629fa6598,0,no_flag,5,0.0,20,1
content_36f1a06b259c,client_3fdba35f04,0,low_ctr_visible_page,737,0.0,20,1
content_a146afa9b26a,client_e629fa6598,0,no_flag,780,0.13,22,0
content_8eda489266b2,client_3fdba35f04,0,no_flag,3044,0.07,60,1
content_abeed37df387,client_3fdba35f04,0,no_flag,2518,0.32,104,1
content_5289f8faf95d,client_4ec9599fc2,0,no_flag,230,0.43,20,1
content_1ec0afdfe5fb,client_19581e27de,0,no_flag,16861,0.08,104,1
content_c0d5fa9cb359,client_19581e27de,0,no_flag,4564,0.33,104,1
content_61f022fe72f1,client_19581e27de,0,no_flag,259,0.0,22,0
content_9b78399969c8,client_a88a7902cb,0,no_flag,85,0.0,8,1
content_1bd4dad83493,client_3fdba35f04,0,low_ctr_visible_page,18304,0.03,26,1
content_9bcaf147442e,client_3fdba35f04,0,no_flag,5640,0.37,104,0
content_2b7bc8755e21,client_f369cb89fc,0,no_flag,10,0.0,20,0
content_7452c17267ef,client_6208ef0f77,0,no_flag,11151,0.13,104,1
content_32df1e700e0d,client_f74efabef1,0,low_ctr_visible_page,3659,0.03,20,1
content_cd892ad205d3,client_19581e27de,0,low_ctr_visible_page,500,0.0,22,1
content_a2d394e98056,client_4e07408562,0,low_ctr_visible_page,1220,0.0,104,1
content_51c40ca43b1b,client_f369cb89fc,0,no_flag,379,0.0,20,0
content_700061cecdf3,client_f369cb89fc,0,no_flag,84,1.19,20,1
content_00bdd6b05cb9,client_6208ef0f77,0,no_flag,1298,0.23,20,1
content_04e23a62208e,client_624b60c58c,0,no_flag,27,0.0,104,0
content_e6b24e3d2e0c,client_f369cb89fc,0,no_flag,1339,0.3,20,0
content_9e160b081340,client_0b918943df,0,no_flag,3,0.0,20,0
content_34b14c00f80c,client_d4735e3a26,0,no_flag,3,0.0,20,1
content_700321aa25a6,client_349c41201b,0,no_flag,5731,0.82,20,0
content_3835179bb5d3,client_6208ef0f77,0,no_flag,6779,0.28,104,1
content_dc7124d2fedf,client_19581e27de,0,no_flag,70,0.0,22,0
content_3fe65c176b7d,client_3fdba35f04,0,no_flag,218,0.0,104,1
content_94873934f878,client_e29c9c180c,0,no_flag,1,0.0,20,0
content_974e911e7833,client_8722616204,0,no_flag,104,0.0,20,1
content_ed0ecbf4ac32,client_6208ef0f77,0,no_flag,409,0.24,20,1
content_54d8f9de6ec2,client_19581e27de,0,low_ctr_visible_page,515,0.0,22,1
content_490c19f4dfce,client_4e07408562,0,no_flag,5871,0.37,7,1
content_231a79b4bec3,client_d4735e3a26,0,no_flag,1,0.0,20,0
content_ded62646b9e8,client_7f2253d7e2,0,no_flag,7288,0.16,20,0
content_3166bfbd51d0,client_19581e27de,0,low_ctr_visible_page,511,0.0,22,0
content_8e8f6560d38e,client_19581e27de,0,no_flag,21668,0.12,20,1
content_e03865e03821,client_4e07408562,0,no_flag,582,0.17,13,0
content_bd1030091bbc,client_f74efabef1,0,no_flag,172,1.16,20,1
content_256c97efa88a,client_19581e27de,0,no_flag,1396,0.5,104,0
content_a2b9304d4455,client_8722616204,0,no_flag,24,0.0,8,1
content_145daf0e76a3,client_7f2253d7e2,0,no_flag,3715,0.16,20,1
content_bcc95460460e,client_4e07408562,0,no_flag,6315,0.35,104,1
content_f765919bdbe1,client_19581e27de,0,no_flag,5885,0.29,20,0
content_a5b37e36ffff,client_19581e27de,0,low_ctr_visible_page,5189,0.02,22,0
content_cb596f55198f,client_6208ef0f77,0,no_flag,69,0.0,104,1
content_bfdf5b1b2717,client_19581e27de,0,no_flag,8200,0.16,20,0
content_6b4ec59ee781,client_d4735e3a26,0,no_flag,26,3.85,8,1
content_37e3e5682728,client_4e07408562,0,no_flag,524,0.38,7,0
content_18e545ea5dfb,client_4ec9599fc2,0,no_flag,2,0.0,104,1
content_f85b1d19126c,client_349c41201b,0,no_flag,1299,0.23,20,0
content_33461c8ddf61,client_e29c9c180c,0,no_flag,9,0.0,20,0
content_fe6969d0d871,client_b4944c6ff0,0,no_flag,10153,0.3,20,1
content_0c1c43111448,client_d4735e3a26,0,no_flag,4,0.0,20,0
content_68f19ea7f01a,client_19581e27de,0,no_flag,4912,0.18,104,1
content_a5a039954d62,client_19581e27de,0,no_flag,14573,0.4,104,0
content_6afa1847de23,client_6208ef0f77,0,no_flag,2207,0.27,104,0
content_4ccbce3b610c,client_e29c9c180c,0,no_flag,1,0.0,20,0
content_607f0f3bceae,client_e629fa6598,0,no_flag,110,0.0,22,0
content_f19beb4441e5,client_19581e27de,0,low_ctr_visible_page,689,0.0,104,1
content_debdbedeb38a,client_4ec9599fc2,0,no_flag,1511,0.73,104,0
content_d6e3ab95be72,client_19581e27de,0,no_flag,462,0.65,22,1
content_96244e722aa7,client_3fdba35f04,0,no_flag,252,0.0,20,1
content_25700879d90c,client_6208ef0f77,0,no_flag,81,1.23,104,1
content_d70ada757917,client_4e07408562,0,no_flag,3087,0.81,14,0
content_0ee62fc45459,client_bdd2d3af3a,0,no_flag,56,3.57,20,1
content_86531acdeb78,client_3fdba35f04,0,low_ctr_visible_page,1808,0.0,104,1
content_401b232bfbb0,client_bbb965ab0c,0,no_flag,217,0.46,15,1
content_9f136bc92d42,client_6208ef0f77,0,no_flag,49404,0.16,104,0
content_39d17db6e6fe,client_6208ef0f77,0,no_flag,5103,0.71,104,1
content_46c935ec041f,client_19581e27de,0,no_flag,74965,0.08,22,0
content_0daf885ddaa7,client_7f2253d7e2,0,no_flag,363,0.0,20,1
content_bfb255cec2de,client_19581e27de,0,no_flag,488,0.2,20,1
content_d6e1bbb4a996,client_d029fa3a95,0,low_ctr_visible_page,4955,0.0,20,1
content_2ec7394caeca,client_3fdba35f04,0,no_flag,10835,0.22,104,1
content_38083c7ee912,client_4e07408562,0,no_flag,6205,0.47,25,0
content_55d3270d05b5,client_3fdba35f04,0,no_flag,3303,0.24,14,1
content_0cd0e0126762,client_d029fa3a95,0,no_flag,483,0.21,20,1
content_0dbb45b8bb50,client_624b60c58c,0,no_flag,414,0.0,20,0
content_38f0c2757151,client_6208ef0f77,0,no_flag,527,0.38,20,0
content_6d4472cbbaaa,client_8722616204,0,no_flag,16,12.5,104,1
content_897955617f88,client_a88a7902cb,0,no_flag,12,0.0,28,0
content_1c32d46552ba,client_9f14025af0,0,no_flag,2,0.0,20,1
content_0361d8df96e6,client_3fdba35f04,0,low_ctr_visible_page,697,0.0,104,1
content_2656f4c96c51,client_6208ef0f77,0,no_flag,16337,0.09,104,1
content_55a7c4f4ad37,client_6208ef0f77,0,low_ctr_visible_page,9272,0.05,104,1
content_1559ee264f78,client_4e07408562,0,no_flag,9299,0.19,25,0
content_f957b46b50c2,client_19581e27de,0,no_flag,2135,0.09,20,1
content_75c046370e92,client_e29c9c180c,0,no_flag,1,0.0,20,0
content_e6621733a0f3,client_a88a7902cb,0,no_flag,278,0.36,8,1
content_64bc62ceef57,client_19581e27de,0,no_flag,327,0.31,20,1
content_edc9950fab0a,client_19581e27de,0,no_flag,2526,0.16,104,1
content_a4de08e9f260,client_349c41201b,0,no_flag,7670,0.63,20,0
content_9bc8708c8077,client_19581e27de,0,no_flag,1301,0.23,22,0
content_10400350fa95,client_f74efabef1,0,no_flag,261,0.38,20,1
content_8f4abf226954,client_2c624232cd,0,no_flag,143,0.0,22,0
content_ce431e33ceeb,client_4e07408562,0,no_flag,2080,0.19,14,0
content_84c87bae6b02,client_349c41201b,0,no_flag,6215,1.37,20,0
content_1344c04929e8,client_19581e27de,0,no_flag,15864,0.49,20,1
content_aa5bca08a6b1,client_9400f1b21c,0,low_ctr_visible_page,1421,0.0,20,0
content_c3d1b359f295,client_19581e27de,0,no_flag,16406,0.54,22,0
content_2db2dabfe7a5,client_19581e27de,0,no_flag,483,0.41,104,0
content_b23fece59f9d,client_19581e27de,0,no_flag,2279,0.22,104,0
content_b04d16f984c7,client_8527a891e2,0,no_flag,1,0.0,20,1
content_ecf927b0dc24,client_6208ef0f77,0,no_flag,6644,0.65,104,1
content_1d21199fe8d6,client_6208ef0f77,0,low_ctr_visible_page,1616,0.0,8,1
content_1556b0def240,client_7f2253d7e2,0,low_ctr_visible_page,1603,0.06,20,1
content_6a96ab0bd63c,client_4e07408562,0,no_flag,388,0.0,104,1
content_8537b7133dcd,client_19581e27de,0,no_flag,4883,0.68,20,0
content_84f0c3d4751c,client_19581e27de,0,no_flag,1180,0.34,22,1
content_7602d27a3586,client_6208ef0f77,0,no_flag,487,0.0,104,1
content_c100be3cc0a1,client_6208ef0f77,0,no_flag,57,1.75,104,1
content_9665dcb0bbd8,client_a88a7902cb,0,no_flag,56,0.0,20,0
content_de211dc3ff40,client_6208ef0f77,0,no_flag,7249,0.1,104,1
content_f2aa26b16a4a,client_19581e27de,0,no_flag,104,0.0,104,1
content_dbf64db05d5e,client_19581e27de,0,no_flag,94864,0.55,104,0
content_bb6f7b55a4ec,client_d4735e3a26,0,no_flag,40,7.5,20,1
content_61d890c812cb,client_6208ef0f77,0,low_ctr_visible_page,1849,0.05,104,1
content_26566cfe40fe,client_2c624232cd,0,no_flag,454,0.22,11,0
content_6b725466b374,client_f369cb89fc,0,no_flag,2498,0.12,20,0
content_68742c70d0fa,client_f369cb89fc,0,low_ctr_visible_page,660,0.0,20,0
content_52ca8891205a,client_3fdba35f04,0,no_flag,221,0.45,20,1
content_7cfd9e0d440c,client_19581e27de,0,no_flag,71,0.0,22,0
content_cc4a499bdf47,client_bbb965ab0c,0,no_flag,4383,0.55,15,0
content_76c23df68968,client_19581e27de,0,low_ctr_visible_page,1023,0.0,20,1
content_f5b35bbb42fc,client_4e07408562,0,low_ctr_visible_page,3171,0.03,13,0
content_fadf3e6dd10d,client_d4735e3a26,0,no_flag,8,25.0,211,0
content_c79aa397ddea,client_9400f1b21c,0,no_flag,90,0.0,20,1
content_38d898b3cc8d,client_a88a7902cb,0,no_flag,6139,0.42,20,1
content_9e390d63ef52,client_4e07408562,0,no_flag,1035,0.19,7,1
content_70349624cfc5,client_19581e27de,0,no_flag,9173,0.07,20,0
content_c15d08a922f6,client_19581e27de,0,no_flag,12076,0.19,20,1
content_dfe03dfb6622,client_3fdba35f04,0,no_flag,4246,0.14,14,1
content_4e4c3c7d57a1,client_f369cb89fc,0,no_flag,61,0.0,20,1
content_f1e209a2761b,client_3fdba35f04,0,no_flag,53,0.0,20,1
content_947bbc996a20,client_19581e27de,0,no_flag,7946,0.25,20,1
content_5b1a71c1e749,client_4e07408562,0,low_ctr_visible_page,904,0.0,7,1
content_a806cd6e6717,client_a88a7902cb,0,no_flag,1662,0.3,20,1
content_43c51f3dfa48,client_3fdba35f04,0,no_flag,1906,0.16,14,1
content_a60e62265f14,client_d4735e3a26,0,no_flag,2,0.0,20,0
content_5a6ef5079533,client_349c41201b,0,no_flag,615,0.16,20,1
content_2e567beb0797,client_19581e27de,0,no_flag,307,0.0,104,0
content_7e1a748d925e,client_3fdba35f04,0,low_ctr_visible_page,1279,0.0,104,1
content_65abd78784df,client_d029fa3a95,0,no_flag,96,1.04,8,0
content_afbc1b8a8342,client_4e07408562,0,low_ctr_visible_page,1775,0.0,13,1
content_337b2ba6a663,client_19581e27de,0,no_flag,11341,0.16,104,1
content_dd1d885704ea,client_bbb965ab0c,0,no_flag,73651,0.66,15,0
content_05133844bff4,client_19581e27de,0,low_ctr_visible_page,14803,0.0,22,0
content_7216e9861548,client_d4735e3a26,0,no_flag,12,16.67,20,1
content_d4ace252fc1b,client_6208ef0f77,0,low_ctr_visible_page,2952,0.03,104,1
content_7731944c9819,client_d4735e3a26,0,no_flag,1,0.0,20,0
content_48ee0ed046a7,client_b4944c6ff0,0,no_flag,4344,0.41,20,1
content_318aee3fed8c,client_4e07408562,0,no_flag,2243,0.13,7,1
content_480f88c07b8a,client_d4735e3a26,0,no_flag,1,0.0,20,0
content_be0c8c892afa,client_3fdba35f04,0,no_flag,1403,1.0,104,1
content_f9abe0cd081a,client_19581e27de,0,no_flag,1734,1.15,22,0
content_882dd2906fcf,client_6208ef0f77,0,no_flag,1800,0.33,104,1
content_bf4e7e89e657,client_8722616204,0,no_flag,8,0.0,104,0
content_c40ed66f83dc,client_2c624232cd,0,no_flag,40,0.0,22,0
content_cc3b02a1d33c,client_2c624232cd,0,low_ctr_visible_page,518,0.0,22,1
content_ab35e4587599,client_bbb965ab0c,0,no_flag,16798,0.71,15,0
content_e0d734ee281e,client_d029fa3a95,0,no_flag,499,0.0,8,1
content_a28200c8a52f,client_19581e27de,0,no_flag,84,1.19,22,1
content_2234e76a4c48,client_6208ef0f77,0,low_ctr_visible_page,2548,0.0,104,0
content_f2eeaeefe9f1,client_8527a891e2,0,no_flag,3,33.33,20,0
content_cafa2e2ac4ec,client_19581e27de,0,low_ctr_visible_page,2894,0.03,22,0
content_4c61425fecfe,client_2c624232cd,0,no_flag,268,1.12,11,0
content_93d5f1ac34c8,client_f369cb89fc,0,no_flag,3,0.0,8,0
content_65292fca6abd,client_e29c9c180c,0,no_flag,1,0.0,20,0
content_f4c93868660b,client_4e07408562,0,no_flag,87433,0.89,104,0
content_252c884e4400,client_7f2253d7e2,0,no_flag,22537,0.36,20,1
content_d22a7f88021a,client_19581e27de,0,no_flag,43315,0.16,104,1
content_4e91f144406a,client_bbb965ab0c,0,no_flag,416,0.72,20,1
content_5186bf09925c,client_f74efabef1,0,no_flag,946,0.21,20,0
content_255764fc8502,client_8722616204,0,no_flag,12,8.33,104,0
content_9888334d39cf,client_19581e27de,0,low_ctr_visible_page,10003,0.06,104,0
content_29951869a199,client_f369cb89fc,0,no_flag,42,2.38,20,1
content_4f465cf41f73,client_19581e27de,0,no_flag,2054,0.1,104,1
content_1b11e93d8029,client_6208ef0f77,0,low_ctr_visible_page,4028,0.02,104,1
content_1e31165db184,client_3fdba35f04,0,no_flag,667,0.15,20,0
content_01344764f849,client_bbb965ab0c,0,no_flag,7574,0.32,15,1
content_2d5e278a9b7e,client_a88a7902cb,0,low_ctr_visible_page,854,0.0,20,1
content_53a240a84591,client_19581e27de,0,no_flag,1185,0.08,104,1
content_9623d5463c13,client_19581e27de,0,no_flag,102,0.0,104,0
content_3065f33223c3,client_d029fa3a95,0,no_flag,282,0.0,20,1
content_9278ef59fcf2,client_349c41201b,0,no_flag,4368,0.18,20,0
content_7856c019aee8,client_f74efabef1,0,low_ctr_visible_page,875,0.0,20,1
content_501487aec404,client_19581e27de,0,no_flag,238,0.0,22,1
content_0c01adef3232,client_6208ef0f77,0,no_flag,7281,0.19,104,0
content_baeafaf1b31b,client_6208ef0f77,0,no_flag,199,0.0,104,1
content_1655057917f0,client_b4944c6ff0,0,no_flag,396,0.51,20,0
content_696fde81c30f,client_19581e27de,0,no_flag,499,0.2,104,0
content_609a5b19ff03,client_3fdba35f04,0,no_flag,9265,0.29,104,1
content_ca507909e5da,client_f74efabef1,0,no_flag,2763,0.25,20,0
content_f2e3b61b6901,client_349c41201b,0,low_ctr_visible_page,951,0.0,20,0
content_ee5939bf8495,client_9f14025af0,0,no_flag,17,0.0,20,1
content_c979a888e4ab,client_8527a891e2,0,no_flag,2,0.0,104,1
content_6294d2ddad1d,client_19581e27de,0,no_flag,979,0.2,104,0
content_2f34c250aa81,client_2c624232cd,0,no_flag,269,0.0,11,0
content_1affcc04dc36,client_3fdba35f04,0,no_flag,165,0.61,20,1
content_6affd85a3f74,client_3fdba35f04,0,no_flag,7635,0.07,20,1
content_271062e724db,client_f369cb89fc,0,no_flag,325,0.31,20,1
content_6bf79d7d0a4f,client_4e07408562,0,no_flag,294,0.0,13,0
content_d02f579e160a,client_19581e27de,0,low_ctr_visible_page,8263,0.02,104,1
content_e6d38d1e801a,client_19581e27de,0,no_flag,741,0.13,104,1
content_9246a90fd1c9,client_19581e27de,0,no_flag,6509,0.08,22,1
content_0be6311e628c,client_7f2253d7e2,0,no_flag,1285,0.08,20,1
content_d65a65136d15,client_f369cb89fc,0,no_flag,127,0.79,20,1
content_64af609a6bd6,client_f369cb89fc,0,no_flag,819,0.37,20,1
content_f309ff5ddc25,client_4e07408562,0,low_ctr_visible_page,906,0.0,7,1
content_5b2b722628c2,client_4e07408562,0,low_ctr_visible_page,1326,0.0,13,0
content_4d1fe5b32dc2,client_19581e27de,0,no_flag,97999,0.52,104,0
content_666a1676052d,client_19581e27de,0,no_flag,1696,0.12,22,1
content_6436e39e8666,client_e29c9c180c,0,no_flag,1,0.0,20,0
content_462f832e7580,client_f74efabef1,0,no_flag,2119,0.19,20,1
content_f85ee7012350,client_f74efabef1,0,no_flag,2268,0.26,20,0
content_3c762de65d88,client_19581e27de,0,no_flag,1114,0.45,20,1
content_861d45fe49c5,client_f74efabef1,0,no_flag,10,0.0,8,0
content_6ad0923e4d1d,client_d4735e3a26,0,no_flag,3,33.33,20,0
content_036bd0476a53,client_8722616204,0,no_flag,3,0.0,8,1
content_0767e577434a,client_b4944c6ff0,0,no_flag,12687,0.36,20,1
content_a9cd445439c6,client_8722616204,0,no_flag,74,0.0,20,1
content_4a5d8a95e5f7,client_3fdba35f04,0,no_flag,5158,0.52,104,1
content_3ea3ee311922,client_19581e27de,0,no_flag,22862,0.63,104,0
content_d66743c74ba8,client_9f14025af0,0,no_flag,3,0.0,20,0
content_a8a5421ae339,client_19581e27de,0,no_flag,5785,0.36,104,1
content_f59096cc9862,client_19581e27de,0,no_flag,48,0.0,22,0
content_8fc531af6821,client_f74efabef1,0,low_ctr_visible_page,1018,0.0,20,1
content_55f5054a6267,client_4e07408562,0,no_flag,492,0.0,13,0
content_046a2f21c507,client_f369cb89fc,0,no_flag,68,1.47,20,0
content_88be5a7e0c75,client_6208ef0f77,0,no_flag,44867,1.22,104,0
content_9ccb9cc8b4b8,client_8722616204,0,no_flag,2,0.0,20,0
content_d6d5bc71c047,client_9f14025af0,0,no_flag,28,0.0,151,1
content_e8d809a87e30,client_6208ef0f77,0,no_flag,7428,1.84,104,0
content_ecda3e69d92d,client_bdd2d3af3a,0,no_flag,2890,0.8,20,0
content_7aedc3ead7bc,client_19581e27de,0,no_flag,1166,0.43,20,1
content_ffb9633ffabe,client_bbb965ab0c,0,no_flag,2088,1.01,20,0
content_d441e5af9fcf,client_19581e27de,0,no_flag,2783,0.14,20,1
content_3ea9bb745861,client_a88a7902cb,0,no_flag,1,0.0,8,0
content_fe30247ac703,client_19581e27de,0,no_flag,17282,0.72,104,1
content_58c508a45e5f,client_19581e27de,0,no_flag,4084,0.17,104,0
content_817d23eb3fa6,client_6208ef0f77,0,no_flag,6034,0.63,104,1
content_0409e1fbf5d9,client_3fdba35f04,0,no_flag,877,0.11,41,1
content_be605d880164,client_19581e27de,0,no_flag,655,0.15,22,0
content_65211fc19a0a,client_d4735e3a26,0,no_flag,6,16.67,20,0
content_718fb4783096,client_d029fa3a95,0,no_flag,82,0.0,20,1
content_8046c4dc390d,client_a88a7902cb,0,no_flag,68,1.47,28,1
content_984c2712ee5d,client_19581e27de,0,no_flag,4441,0.23,22,0
content_e3e3979ecbbf,client_19581e27de,0,no_flag,5541,0.14,20,0
content_43a70ba6b218,client_4e07408562,0,no_flag,18167,0.07,104,1
content_339b357d04c7,client_bbb965ab0c,0,low_ctr_visible_page,46879,0.01,15,0
content_f4c08de09860,client_f369cb89fc,0,no_flag,1244,0.08,20,1
content_b7be919a5054,client_19581e27de,0,no_flag,13711,0.15,104,1
content_cbf1341ed76b,client_6208ef0f77,0,no_flag,13446,0.18,104,0
content_9416a40b88ff,client_2c624232cd,0,no_flag,39,0.0,22,1
content_f6c47059137f,client_f369cb89fc,0,no_flag,2582,0.31,20,1
content_35f7c77d211d,client_3fdba35f04,0,no_flag,31652,0.23,26,0
content_d05e8ff14e24,client_19581e27de,0,no_flag,32791,0.52,22,1
content_29391140a342,client_25fc0e7096,0,no_flag,3,0.0,8,0
content_d1ca928ca2da,client_19581e27de,0,no_flag,4965,0.16,22,1
content_9709d785699c,client_2c624232cd,0,no_flag,113,0.0,22,1
content_14c061420de2,client_98a3ab7c34,0,no_flag,2,0.0,1,0
content_99d3e855ab74,client_19581e27de,0,no_flag,3440,0.15,104,0
content_56d90a0c39e7,client_6208ef0f77,0,no_flag,3098,1.61,20,1
content_fc6b5dc3b0b6,client_b4944c6ff0,0,no_flag,110,0.91,20,0
content_96698a57735c,client_7f2253d7e2,0,low_ctr_visible_page,1030,0.0,106,1
content_da6f344792ad,client_4ec9599fc2,0,no_flag,11,0.0,20,1
content_b287e08d7dcf,client_d029fa3a95,0,no_flag,304,0.0,20,1
content_cbea784c5084,client_4e07408562,0,low_ctr_visible_page,2004,0.05,7,1
content_935e3a857b86,client_4e07408562,0,no_flag,22805,0.3,25,0
content_087348c25d8c,client_19581e27de,0,no_flag,40,0.0,104,1
content_670b08a87508,client_4e07408562,0,no_flag,6898,0.29,104,0
content_688efed95e4e,client_f369cb89fc,0,no_flag,1,0.0,8,0
content_78afcf3ee0f4,client_4e07408562,0,no_flag,25402,1.14,25,0
content_a5a0915ee57b,client_e29c9c180c,0,no_flag,1,0.0,20,0
content_a5acc618880c,client_3fdba35f04,0,no_flag,271,0.0,104,1
content_bbb71bc9d167,client_f369cb89fc,0,no_flag,142,0.0,20,1
content_bfa1878f6d8d,client_b4944c6ff0,0,no_flag,6101,0.49,8,0
content_6ce7c2b03138,client_19581e27de,0,no_flag,85589,0.2,20,1
content_294856f557d8,client_e29c9c180c,0,no_flag,7,0.0,104,1
content_1815d425a3a0,client_e629fa6598,0,no_flag,11,0.0,20,1
content_2f08aabdb3eb,client_e29c9c180c,0,no_flag,5,0.0,20,0
content_90e21bb072c1,client_f74efabef1,0,no_flag,11,0.0,8,1
content_a6a4a5f8c5f4,client_3fdba35f04,0,no_flag,1846,0.16,41,0
content_ae51d0aef898,client_6208ef0f77,0,no_flag,108,0.0,104,1
content_2927a4b77d6f,client_6208ef0f77,0,no_flag,3766,1.27,104,0
content_58e4beb6707f,client_6208ef0f77,0,low_ctr_visible_page,3248,0.06,104,1
content_476b20d68337,client_e629fa6598,0,no_flag,100,0.0,22,0
content_ebfc24b941ad,client_e629fa6598,0,no_flag,67,0.0,22,0
content_47f8935f054c,client_19581e27de,0,low_ctr_visible_page,5690,0.04,104,1
content_2d953d501d3c,client_8527a891e2,0,no_flag,8,0.0,92,0
content_9b8dd54adbfe,client_9400f1b21c,0,low_ctr_visible_page,678,0.0,20,1
content_3f3576c295f5,client_4ec9599fc2,0,no_flag,1,100.0,373,0
content_e8202f39fad7,client_4e07408562,0,low_ctr_visible_page,768,0.0,7,1
content_948eb567a342,client_f74efabef1,0,no_flag,7661,0.99,20,0
content_8cdfce582697,client_f369cb89fc,0,no_flag,6,0.0,8,0
content_009b09aee1e2,client_6208ef0f77,0,no_flag,17485,0.21,104,0
content_28918863114e,client_3fdba35f04,0,no_flag,302,0.0,104,0
content_5f7bdfe15c1c,client_19581e27de,0,no_flag,69164,0.21,104,0
content_60f028266daa,client_f369cb89fc,0,no_flag,42,0.0,88,0
content_dcf8bb6c8583,client_2c624232cd,0,no_flag,208,0.0,22,0
content_0ed9d70c934c,client_19581e27de,0,no_flag,1576,0.13,22,0
content_b707d8ef5fd3,client_4e07408562,0,no_flag,9358,0.2,25,0
content_a7c3e8205cb1,client_a88a7902cb,0,no_flag,87,0.0,28,1
content_1bb21615ced3,client_d4735e3a26,0,no_flag,1,0.0,20,0
content_5fb1baa0c840,client_3fdba35f04,0,no_flag,10180,0.18,20,1
content_87d12e496a6e,client_6208ef0f77,0,no_flag,6131,0.36,104,1
content_15e6ac88d45a,client_4ec9599fc2,0,no_flag,7,0.0,20,1
content_ccca02d84f2d,client_e629fa6598,0,no_flag,1297,0.31,22,0
content_09fcbb8f3e82,client_f74efabef1,0,no_flag,219,0.0,8,0
content_9312dcafe20c,client_a88a7902cb,0,no_flag,2,0.0,28,0
content_e965fefb4422,client_4e07408562,0,no_flag,7981,0.58,25,0
content_392ea1b60f6a,client_6208ef0f77,0,no_flag,24,0.0,104,1
content_e594d56fe172,client_6208ef0f77,0,no_flag,916,0.11,20,0
content_482e0b912805,client_6208ef0f77,0,no_flag,3760,0.11,104,0
content_f8b502de2f79,client_4e07408562,0,no_flag,2759,0.18,20,1
content_442cdf48419e,client_a88a7902cb,0,no_flag,3667,1.04,20,0
content_7b8874ce5338,client_7f2253d7e2,0,no_flag,273,0.73,20,1
content_e5271665fc5c,client_3fdba35f04,0,no_flag,3231,0.09,14,1
content_1e0b605fa2f5,client_4e07408562,0,low_ctr_visible_page,578,0.0,13,0
content_b055f5b25c28,client_f369cb89fc,0,no_flag,2171,0.14,20,1
content_44292a80b56e,client_3fdba35f04,0,no_flag,16722,0.17,20,0
content_e8f6b4e37668,client_349c41201b,0,no_flag,1876,0.11,20,1
content_709da7bf601e,client_f369cb89fc,0,no_flag,18,0.0,20,1
content_3f330598d1a6,client_f369cb89fc,0,no_flag,320,0.31,20,1
content_3302e42b9b95,client_3fdba35f04,0,no_flag,140,0.0,104,1
content_e7e76918dd38,client_4ec9599fc2,0,no_flag,925,0.11,8,1
content_598fc61cbd75,client_6208ef0f77,0,no_flag,106,0.0,104,1
content_b0747fdeef15,client_19581e27de,0,no_flag,310,0.32,104,1
content_6b9f8824e0d7,client_f74efabef1,0,no_flag,2292,0.22,20,1
content_e0022c57c47e,client_8527a891e2,0,no_flag,2,0.0,20,0
content_80cb08aed6db,client_6208ef0f77,0,no_flag,5904,0.46,104,1
content_6a8c4838e1ae,client_8527a891e2,0,no_flag,2,0.0,8,1
content_efb970557302,client_8722616204,0,no_flag,6,0.0,8,1
content_fdbad3edde3b,client_bbb965ab0c,0,no_flag,447,0.22,20,1
content_51b2c4609daf,client_9f14025af0,0,no_flag,18,5.56,20,0
content_baa90b7891b6,client_d029fa3a95,0,no_flag,80,0.0,20,0
content_ee65303146e4,client_d029fa3a95,0,no_flag,40,0.0,20,1
content_74d2821036b8,client_7f2253d7e2,0,no_flag,1033,0.39,20,1
