content_id,client_id,baseline_score,reason_code,impressions_90d,ctr,days_since_last_update,is_declining_label
content_16650ccf7467,client_19581e27de,0,low_ctr_visible_page,568,0.0,22,0
content_7a4ac8c6b0e7,client_6208ef0f77,0,no_flag,11581,0.66,104,1
content_fdb0d6122e7f,client_f369cb89fc,0,no_flag,198,0.51,20,0
content_0be51c9e6cbd,client_f369cb89fc,0,low_ctr_visible_page,4205,0.05,8,1
content_a1e66ff0feff,client_6208ef0f77,0,no_flag,49,4.08,104,0
content_6320064497fd,client_4e07408562,0,no_flag,1390,0.07,13,0
content_3ff7a4892fea,client_3fdba35f04,0,low_ctr_visible_page,1626,0.0,14,1
content_ee6c6b09c17d,client_3fdba35f04,0,low_ctr_visible_page,916,0.0,20,1
content_24a47cc25f17,client_25fc0e7096,0,no_flag,3,0.0,6,0
content_6894890e364d,client_7f2253d7e2,0,no_flag,3685,0.22,20,1
content_58ccfd6cfea3,client_b4944c6ff0,0,no_flag,128,0.78,20,0
content_e632a49ea0af,client_19581e27de,0,no_flag,165,0.0,22,0
content_1d00ce3850e6,client_4e07408562,0,no_flag,6453,0.5,25,1
content_9bce7d209242,client_19581e27de,0,no_flag,1409,0.07,104,0
content_a2af9b6b53aa,client_bbb965ab0c,0,no_flag,155,0.0,20,0
content_e676b1f15e56,client_19581e27de,0,no_flag,11394,0.74,104,1
content_a8d1803916da,client_19581e27de,0,no_flag,3018,0.36,104,1
content_1f02960a7f01,client_6208ef0f77,0,no_flag,19478,0.51,20,0
content_767cc011faae,client_6208ef0f77,0,no_flag,294,0.0,104,1
content_6dd1a3dcd99e,client_6208ef0f77,0,no_flag,7844,0.51,104,0
content_e1e33c0ce76e,client_19581e27de,0,no_flag,185,0.54,104,1
content_6789749a04e4,client_4ec9599fc2,0,no_flag,265,0.75,20,1
content_5256baf61d24,client_19581e27de,0,no_flag,753,0.4,22,1
content_73f3a3c5e203,client_3fdba35f04,0,no_flag,2104,0.14,104,1
content_2b7a8c568e92,client_e629fa6598,0,no_flag,248,0.0,22,0
content_a36447f2a878,client_19581e27de,0,no_flag,387,0.52,104,1
content_67565df5500c,client_f369cb89fc,0,no_flag,464,0.0,20,1
content_c2105ffb48dd,client_4ec9599fc2,0,no_flag,375,0.27,20,0
content_8440d3ac31dd,client_19581e27de,0,no_flag,2031,0.1,104,1
content_c877aac768d8,client_19581e27de,0,low_ctr_visible_page,2455,0.0,22,0
content_c56bb1b67733,client_6208ef0f77,0,no_flag,3512,0.46,20,0
content_eb3404dc33dc,client_6208ef0f77,0,low_ctr_visible_page,1098,0.0,104,1
content_d012390a3973,client_8527a891e2,0,no_flag,8,0.0,20,0
content_8463477d3ec5,client_349c41201b,0,no_flag,3685,0.35,8,1
content_b05ffd0a5b21,client_624b60c58c,0,no_flag,18,0.0,20,1
content_f8461dec16e4,client_19581e27de,0,no_flag,4713,0.17,22,1
content_67021fcf60c7,client_2c624232cd,0,no_flag,3806,0.13,11,0
content_38fbb36fa36c,client_4e07408562,0,no_flag,5222,0.23,14,0
content_58c9bee05bc3,client_19581e27de,0,low_ctr_visible_page,5176,0.0,22,0
content_da9b0ec85c3d,client_3fdba35f04,0,no_flag,859,0.12,20,0
content_827fe372d4fc,client_d4735e3a26,0,no_flag,1,0.0,20,0
content_10acb87b3040,client_4e07408562,0,no_flag,63027,0.25,25,0
content_dc01cd869661,client_02d20bbd7e,0,no_flag,53,3.77,104,0
content_e523840da724,client_4e07408562,0,no_flag,578,0.52,104,1
content_35fadd1cd9e3,client_e29c9c180c,0,no_flag,1,0.0,20,0
content_f10b448dbccb,client_d4735e3a26,0,no_flag,14,0.0,20,0
content_1e6b4cfb915c,client_6208ef0f77,0,no_flag,29785,0.07,20,1
content_e5842c748ff0,client_3fdba35f04,0,no_flag,1296,0.15,104,1
content_a053ddc3469b,client_e29c9c180c,0,no_flag,1,0.0,20,0
content_a2c206712e43,client_3fdba35f04,0,no_flag,1309,0.08,19,1
content_38eac7e19be0,client_2c624232cd,0,low_ctr_visible_page,541,0.0,11,0
content_5e5271003234,client_f369cb89fc,0,no_flag,283,0.35,20,1
content_f27240aa68d1,client_19581e27de,0,low_ctr_visible_page,1598,0.0,104,0
content_b9ad528dd3bf,client_4ec9599fc2,0,no_flag,384,1.56,19,0
content_ab314c8a69d2,client_19581e27de,0,no_flag,8121,0.07,22,0
content_06577c33292c,client_d029fa3a95,0,no_flag,432,0.23,20,1
content_4d3f436a1b78,client_7f2253d7e2,0,no_flag,6957,0.32,20,1
content_ef7d30036247,client_19581e27de,0,no_flag,14707,0.92,104,0
content_2a611fd34f7d,client_25fc0e7096,0,no_flag,3,0.0,6,0
content_742b65ee852e,client_7f2253d7e2,0,low_ctr_visible_page,1178,0.0,20,1
content_6dbee08d40f8,client_3fdba35f04,0,no_flag,176,0.0,104,1
content_f927deecb98b,client_f369cb89fc,0,no_flag,54,1.85,8,0
content_4ad2ab8e5811,client_6208ef0f77,0,no_flag,6354,0.11,104,1
content_c98f8ced72ac,client_8527a891e2,0,no_flag,1,0.0,20,1
content_fe1c5cdb620f,client_d4735e3a26,0,no_flag,15,6.67,20,0
content_e9b321ed8054,client_d029fa3a95,0,no_flag,1482,0.07,8,0
content_472ac7d4d442,client_349c41201b,0,no_flag,8873,0.37,20,1
content_57acd35b325f,client_6208ef0f77,0,no_flag,2904,0.69,20,0
content_c4bbb26dde65,client_6208ef0f77,0,low_ctr_visible_page,51781,0.03,104,1
content_7abc16aa2975,client_6208ef0f77,0,no_flag,1547,0.39,20,1
content_6da99d0dc4a0,client_3fdba35f04,0,no_flag,170,0.0,41,1
content_8fe1029e7f1d,client_d4735e3a26,0,no_flag,8,0.0,20,0
content_74cd003b018c,client_6208ef0f77,0,no_flag,7761,0.24,104,1
content_0c65039d6b86,client_4e07408562,0,no_flag,379,0.0,13,1
content_0a9514b81475,client_bdd2d3af3a,0,no_flag,42,0.0,8,1
content_16f7ee24167a,client_bbb965ab0c,0,no_flag,1168,0.09,20,0
content_ff71027b45c6,client_19581e27de,0,low_ctr_visible_page,999,0.0,22,0
content_90b7b6d34c42,client_d4735e3a26,0,no_flag,35,0.0,20,0
content_b47ca2ae9451,client_3fdba35f04,0,no_flag,14536,0.96,26,0
content_50fec538775d,client_19581e27de,0,no_flag,50446,0.21,20,1
content_aa9857deb06d,client_19581e27de,0,no_flag,37121,0.32,104,0
content_496f4619c97a,client_8527a891e2,0,no_flag,1,0.0,8,0
content_01acbf200d38,client_f74efabef1,0,no_flag,234,0.0,20,1
content_64d6fb2cd883,client_6208ef0f77,0,no_flag,169,0.0,104,1
content_03311a103622,client_8527a891e2,0,no_flag,2,0.0,20,0
content_bed8bc8b87a0,client_19581e27de,0,no_flag,377,0.0,20,1
content_1cfc0e728d7d,client_19581e27de,0,no_flag,15,0.0,22,1
content_c37c78be3c15,client_19581e27de,0,no_flag,7014,0.44,22,0
content_27ac752b5fbc,client_f74efabef1,0,no_flag,374,0.0,20,1
content_3db5f4f440b0,client_4e07408562,0,no_flag,19903,0.55,14,0
content_65b4d51fd2a7,client_3fdba35f04,0,no_flag,594,0.17,104,0
content_ce154fd0f9ba,client_8527a891e2,0,no_flag,72,0.0,104,1
content_42ce7d82d38d,client_4e07408562,0,no_flag,1090,0.09,104,1
content_294ae0707486,client_b4944c6ff0,0,no_flag,37,0.0,8,0
content_7fc979553ca6,client_19581e27de,0,no_flag,35335,0.1,20,1
content_6c50f37e5d2f,client_19581e27de,0,no_flag,10613,0.77,104,0
content_003ae56f8011,client_bbb965ab0c,0,no_flag,299,0.0,20,0
content_2859418b01d8,client_19581e27de,0,no_flag,321,0.31,104,0
content_aa13dedf952e,client_19581e27de,0,no_flag,6392,0.17,20,1
content_8f3d5a637b9a,client_e29c9c180c,0,no_flag,3,0.0,20,0
content_deb624045c7d,client_19581e27de,0,no_flag,338,0.0,22,1
content_76058040d76a,client_f369cb89fc,0,no_flag,24,0.0,20,0
content_6edf2e2cbc79,client_2c624232cd,0,no_flag,481,0.0,22,0
content_32641e300a04,client_e29c9c180c,0,no_flag,1,0.0,20,0
content_198c1f04a6a2,client_2c624232cd,0,no_flag,511,1.17,11,0
content_7172c0b0a2d3,client_8527a891e2,0,no_flag,59,0.0,92,1
content_db3e957e3665,client_f369cb89fc,0,no_flag,12,0.0,20,0
content_3c12cd9e1f69,client_6208ef0f77,0,no_flag,160,0.0,104,1
content_de17f2965799,client_e629fa6598,0,no_flag,37,0.0,22,1
content_413022fc71f6,client_25fc0e7096,0,no_flag,3,0.0,6,0
content_9bddde140554,client_19581e27de,0,no_flag,16197,0.62,104,1
content_f4e998244cbd,client_6208ef0f77,0,no_flag,1023,0.1,20,0
content_ea35bf11b59b,client_f74efabef1,0,no_flag,2654,0.26,20,1
content_712bbbab9ff4,client_349c41201b,0,no_flag,993,0.1,20,0
content_9300fbb3ff7b,client_7f2253d7e2,0,no_flag,17104,2.03,20,0
content_b095afec750f,client_bbb965ab0c,0,no_flag,189,0.0,20,1
content_962a579fc139,client_25fc0e7096,0,no_flag,3,0.0,6,0
content_ded21d6ab93b,client_a88a7902cb,0,no_flag,236,0.42,28,1
content_a9826bd63b56,client_8527a891e2,0,no_flag,2,0.0,103,1
content_03aa3ea40d75,client_19581e27de,0,no_flag,14587,0.33,104,0
content_3cb4f294705b,client_19581e27de,0,low_ctr_visible_page,554,0.0,22,1
content_7448304bec7f,client_8b940be7fb,0,no_flag,30002,0.41,7,0
content_a6116a696714,client_3fdba35f04,0,no_flag,74,0.0,20,1
content_ef60277e7dff,client_2c624232cd,0,no_flag,63,0.0,22,0
content_663be1d5e31c,client_d4735e3a26,0,no_flag,3,33.33,20,0
content_0e1baeb3ecca,client_4e07408562,0,low_ctr_visible_page,1560,0.06,7,1
content_567c6448b441,client_6208ef0f77,0,low_ctr_visible_page,10884,0.04,104,1
content_7299ec98cd1e,client_624b60c58c,0,no_flag,1042,0.48,20,1
content_0a043365efdb,client_19581e27de,0,no_flag,1306,0.15,104,1
content_40c381906040,client_7f2253d7e2,0,no_flag,13757,0.22,20,1
content_2565eaa6a3b1,client_19581e27de,0,no_flag,849,0.12,22,1
content_0688bfc1bfea,client_a88a7902cb,0,no_flag,28,0.0,8,0
content_c9189c302ff1,client_4e07408562,0,no_flag,11812,0.34,25,1
content_42b545c5e03b,client_d4735e3a26,0,no_flag,106,8.49,20,0
content_c38b6bcd8a8b,client_19581e27de,0,no_flag,1962,0.2,104,0
content_453e17ba6783,client_2c624232cd,0,low_ctr_visible_page,2793,0.04,11,0
content_641bc04c736d,client_4ec9599fc2,0,no_flag,6,0.0,20,0
content_f294c6b16414,client_19581e27de,0,no_flag,309,0.0,104,0
content_7ef9cd57bed6,client_3fdba35f04,0,low_ctr_visible_page,528,0.0,104,0
content_5781e4a8eed2,client_3fdba35f04,0,no_flag,901,0.55,20,1
content_142d26142a81,client_6208ef0f77,0,no_flag,5776,0.68,104,0
content_b1f6e3157229,client_8527a891e2,0,no_flag,3,0.0,98,0
content_111c093249d5,client_19581e27de,0,no_flag,26442,0.23,20,1
content_ad561001d2ee,client_6208ef0f77,0,no_flag,1090,0.18,104,1
content_6523714bbb5a,client_e29c9c180c,0,no_flag,2,0.0,20,0
content_5b41852d9d23,client_d4735e3a26,0,no_flag,3,0.0,20,0
content_fd2075ea5f6a,client_d029fa3a95,0,no_flag,1884,0.11,20,1
content_ff8f723f3107,client_6208ef0f77,0,no_flag,255,0.0,104,1
content_bab0b555269f,client_a88a7902cb,0,no_flag,180,0.0,28,1
content_878a1b63eb1b,client_6208ef0f77,0,no_flag,4519,0.22,104,1
content_51d78474a788,client_2c624232cd,0,no_flag,40,0.0,22,1
content_9f9191609d84,client_4e07408562,0,low_ctr_visible_page,1074,0.0,104,0
content_d456f286e50f,client_8527a891e2,0,no_flag,16,0.0,20,1
content_64c972d61f83,client_3fdba35f04,0,no_flag,420,0.24,41,1
content_618bee718a37,client_6208ef0f77,0,no_flag,7023,0.07,104,1
content_35b3657e10f3,client_3fdba35f04,0,low_ctr_visible_page,857,0.0,20,1
content_c6bf1113e45c,client_19581e27de,0,low_ctr_visible_page,1358,0.0,22,0
content_1bdb89a775d6,client_d029fa3a95,0,no_flag,22,0.0,20,1
content_c34ae04b892e,client_4e07408562,0,no_flag,8122,0.28,104,0
content_a1850a4bc5e5,client_19581e27de,0,no_flag,14409,0.08,20,1
content_94b30ddc3c9b,client_3fdba35f04,0,no_flag,1834,0.22,104,1
content_05cd5cde98d6,client_19581e27de,0,no_flag,8027,0.25,20,0
content_b45b7246ed2a,client_4e07408562,0,no_flag,9019,0.26,25,0
content_d3baca8824ef,client_19581e27de,0,low_ctr_visible_page,954,0.0,104,0
content_d26ddad70cdb,client_a88a7902cb,0,no_flag,10,0.0,28,1
content_c76dff870efe,client_6208ef0f77,0,no_flag,2197,0.09,104,1
content_94466684740c,client_19581e27de,0,no_flag,11927,0.13,104,1
content_ec52c7ffdaa7,client_19581e27de,0,no_flag,340,0.0,104,1
content_033d91575597,client_19581e27de,0,no_flag,181,0.0,22,1
content_77cda927647c,client_d4735e3a26,0,no_flag,130,2.31,20,0
content_e0811b57115f,client_19581e27de,0,no_flag,465,0.0,104,0
content_4c80a819239e,client_9f14025af0,0,no_flag,7,14.29,20,1
content_cb2a0e33a759,client_6208ef0f77,0,no_flag,11004,0.14,104,1
content_60bd44a91d5c,client_4e07408562,0,no_flag,1860,0.11,104,1
content_b07d3da0eadc,client_d029fa3a95,0,no_flag,139,0.0,20,0
content_8a9de805f0b1,client_3fdba35f04,0,no_flag,419,0.0,104,1
content_35f55b5a24e7,client_3fdba35f04,0,low_ctr_visible_page,507,0.0,104,1
content_25ee9d656d61,client_3fdba35f04,0,low_ctr_visible_page,1590,0.0,14,1
content_321c511f44ff,client_6208ef0f77,0,no_flag,19591,0.95,104,0
content_edc6ee565bf7,client_3fdba35f04,0,no_flag,6625,0.32,20,1
content_61f5a55a9c1e,client_19581e27de,0,no_flag,8647,0.69,22,0
content_3d1c277aa7b9,client_e29c9c180c,0,no_flag,1,0.0,104,1
content_41b9311ed497,client_7f2253d7e2,0,no_flag,65669,0.1,20,1
content_47c2bd717318,client_e29c9c180c,0,no_flag,1,0.0,20,0
content_57a091adbcdf,client_e629fa6598,0,no_flag,1097,0.27,22,0
content_14fca4cc6633,client_3fdba35f04,0,no_flag,272,0.74,19,1
content_00d3b68b4fa7,client_7f2253d7e2,0,no_flag,10665,0.08,20,1
content_17a3d8717ebd,client_8527a891e2,0,no_flag,12,0.0,92,0
content_c5160f58ce24,client_e629fa6598,0,no_flag,21,0.0,22,1
content_146e41ea09ae,client_4ec9599fc2,0,no_flag,2444,0.45,104,1
content_6df62d4ed544,client_19581e27de,0,no_flag,1256,0.32,104,1
content_4fe821cf679f,client_19581e27de,0,no_flag,997,0.2,104,0
content_fd00ef7f3d07,client_e29c9c180c,0,no_flag,1,0.0,20,0
content_a1c408438a49,client_4ec9599fc2,0,no_flag,42,0.0,104,1
content_91bd6aa38ce4,client_f74efabef1,0,no_flag,22,0.0,20,1
content_4a39de8115da,client_7f2253d7e2,0,no_flag,933,0.21,106,1
content_044135b038e6,client_4e07408562,0,no_flag,3467,0.49,13,0
content_dbbce65d444a,client_8527a891e2,0,no_flag,3,0.0,20,0
content_b9e93e46d22f,client_4ec9599fc2,0,no_flag,408,1.47,104,1
content_008bcd9dbd2a,client_6208ef0f77,0,no_flag,253,0.4,104,0
content_79dcdfcf2340,client_7f2253d7e2,0,low_ctr_visible_page,677,0.0,20,1
content_2f53ad6c4e4d,client_3fdba35f04,0,low_ctr_visible_page,815,0.0,104,1
content_2532222245cd,client_19581e27de,0,low_ctr_visible_page,517,0.0,22,0
content_449f11ffe520,client_f369cb89fc,0,no_flag,30,0.0,20,1
content_ea6acbe57190,client_3fdba35f04,0,no_flag,38,0.0,104,1
content_f934e49f1e75,client_4ec9599fc2,0,no_flag,110,0.91,20,0
content_35fcd2c96c90,client_6208ef0f77,0,no_flag,2432,0.12,104,1
content_72c79c304699,client_7f2253d7e2,0,low_ctr_visible_page,982,0.0,20,1
content_6663855f7c83,client_3fdba35f04,0,low_ctr_visible_page,1016,0.0,104,0
content_adaec15ef2e5,client_4e07408562,0,no_flag,618,0.16,5,1
content_2a8906e60351,client_3fdba35f04,0,no_flag,1191,0.76,14,1
content_92e1ddf477c6,client_d029fa3a95,0,no_flag,44,0.0,20,0
content_db0b9fb2fda5,client_8722616204,0,no_flag,18,0.0,104,0
content_e7a2e37b6eff,client_4e07408562,0,low_ctr_visible_page,3084,0.06,14,1
content_2e3e0025b445,client_6208ef0f77,0,no_flag,41112,0.13,104,0
content_0193115aa8e6,client_f369cb89fc,0,no_flag,171,1.17,20,0
content_17ed699bc340,client_a88a7902cb,0,no_flag,91,0.0,28,1
content_b0c24b6fb432,client_6208ef0f77,0,low_ctr_visible_page,18071,0.02,104,1
content_49c4a2ff24c0,client_8722616204,0,no_flag,23,0.0,20,1
content_b6ffed53fa15,client_19581e27de,0,no_flag,329,0.0,22,0
content_848adc98b9ce,client_8527a891e2,0,no_flag,8,0.0,103,0
content_cc6b3aef8420,client_02d20bbd7e,0,no_flag,722,0.28,104,0
content_6edf4065b1a5,client_4e07408562,0,no_flag,6928,0.68,13,1
content_30b6db592819,client_f369cb89fc,0,no_flag,960,0.83,20,1
content_c07c8a4f96f4,client_02d20bbd7e,0,no_flag,18,0.0,104,0
content_9d4c56901ef0,client_3fdba35f04,0,no_flag,5960,0.29,20,1
content_069238b59fbf,client_19581e27de,0,no_flag,28461,0.12,22,0
content_28479e269858,client_4e07408562,0,no_flag,2589,0.12,13,1
content_bf1f26fb4f5f,client_7f2253d7e2,0,low_ctr_visible_page,15292,0.06,20,1
content_6ba1caf444cd,client_9f14025af0,0,no_flag,4,0.0,20,0
content_76d778e3c820,client_19581e27de,0,no_flag,394,0.0,22,0
content_f8383c3435c7,client_8527a891e2,0,no_flag,10,0.0,8,0
content_1c697bc9d5b0,client_19581e27de,0,no_flag,232,0.0,22,1
content_28ed033856be,client_349c41201b,0,low_ctr_visible_page,2452,0.0,20,1
content_08fd124a6e6f,client_8527a891e2,0,no_flag,23956,0.23,104,1
content_0a75c2b8023f,client_d4735e3a26,0,no_flag,2,0.0,20,0
content_a939feaaafb0,client_6208ef0f77,0,low_ctr_visible_page,4025,0.0,104,1
content_c17857ff6097,client_3fdba35f04,0,no_flag,167,0.6,20,1
content_2e6b62cf0d78,client_19581e27de,0,no_flag,437,0.0,22,1
content_780d51e96348,client_6208ef0f77,0,no_flag,3654,0.16,20,0
content_08038bd6b9b0,client_4e07408562,0,low_ctr_visible_page,4018,0.0,25,0
content_59094571f0a5,client_19581e27de,0,no_flag,47677,0.1,20,0
content_b3428bfc0d20,client_19581e27de,0,no_flag,10402,0.5,20,1
content_3c9ecbee7605,client_9f14025af0,0,no_flag,4,0.0,20,1
content_f0506467dea6,client_a88a7902cb,0,no_flag,92,0.0,28,0
content_a9ca600cac3e,client_a88a7902cb,0,no_flag,69,0.0,20,1
content_7af1503942ac,client_f74efabef1,0,low_ctr_visible_page,501,0.0,20,0
content_85f2b81f736c,client_f74efabef1,0,no_flag,24669,0.18,8,0
content_9ef7f0adf8f0,client_3fdba35f04,0,no_flag,347,0.29,20,1
content_3f5cefdd2648,client_f369cb89fc,0,no_flag,25,0.0,20,0
content_b2766153cb4d,client_19581e27de,0,no_flag,981,0.1,104,1
content_08b1b79ef44c,client_6208ef0f77,0,no_flag,1356,0.07,20,1
content_560920654b7c,client_e29c9c180c,0,no_flag,1,0.0,20,0
content_c043b3f733f7,client_a88a7902cb,0,no_flag,78,0.0,20,0
content_cdab365262b1,client_d59eced1de,0,no_flag,9196,0.14,104,1
content_d1e6814b6ae7,client_6208ef0f77,0,low_ctr_visible_page,3148,0.06,104,0
content_19d2c58550ff,client_4ec9599fc2,0,no_flag,2,0.0,20,0
content_41c54842261c,client_2c624232cd,0,no_flag,490,0.2,22,0
content_ce40481d43a2,client_6208ef0f77,0,no_flag,1611,0.31,104,1
content_725f284f1267,client_19581e27de,0,no_flag,138,0.0,22,0
content_8ac7c6a503d5,client_4e07408562,0,no_flag,2213,0.09,14,1
content_97d8c3e6c704,client_3fdba35f04,0,no_flag,7159,0.22,20,1
content_b0d2a82945cb,client_2c624232cd,0,low_ctr_visible_page,590,0.0,11,0
content_ccaccb240266,client_19581e27de,0,no_flag,711,0.56,22,0
content_c18b0a2a9d3a,client_0b918943df,0,no_flag,1314,0.84,104,1
content_dc844b7a35e8,client_6208ef0f77,0,no_flag,5756,0.47,104,1
content_f91e67780f49,client_3fdba35f04,0,no_flag,2967,0.07,14,1
content_75aa30f2dfc4,client_624b60c58c,0,no_flag,15,0.0,20,0
content_e5cc4f709373,client_d029fa3a95,0,no_flag,8,0.0,8,1
content_a653470d307b,client_7f2253d7e2,0,no_flag,5175,0.14,20,1
content_c4ab6528d476,client_6208ef0f77,0,low_ctr_visible_page,2283,0.04,104,1
content_afa8fd7bc3b7,client_6208ef0f77,0,low_ctr_visible_page,2444,0.04,104,1
content_b0268e95112a,client_19581e27de,0,no_flag,7675,0.16,104,1
content_ca76aec58080,client_349c41201b,0,low_ctr_visible_page,5021,0.02,8,1
content_71b6f321105e,client_6208ef0f77,0,no_flag,650,0.15,20,1
content_f3537db7484b,client_d029fa3a95,0,no_flag,29,0.0,20,1
content_0e6db7c58cd2,client_8527a891e2,0,no_flag,8,0.0,20,1
content_b770da13569d,client_4e07408562,0,no_flag,1541,0.19,7,0
content_f2ec1498e203,client_7f2253d7e2,0,no_flag,705,0.28,20,1
content_f85384aa8757,client_19581e27de,0,no_flag,2819,0.11,20,1
content_d3c2c4707c42,client_e29c9c180c,0,no_flag,3,0.0,20,0
content_3da4f5c7b72e,client_8527a891e2,0,no_flag,11,0.0,20,1
content_277609dbf942,client_19581e27de,0,low_ctr_visible_page,786,0.0,22,0
content_8f9c1a24eab5,client_8527a891e2,0,no_flag,3,0.0,20,1
content_0eba2329c9fc,client_19581e27de,0,no_flag,29,0.0,104,1
content_18bcd1344fe5,client_349c41201b,0,no_flag,3886,0.44,20,1
content_e4dec58521e7,client_6208ef0f77,0,low_ctr_visible_page,1760,0.0,104,1
content_7af6183afebc,client_3fdba35f04,0,no_flag,11,0.0,14,0
content_396217b0dc41,client_7f2253d7e2,0,low_ctr_visible_page,1032,0.0,106,1
content_a33dece64921,client_a88a7902cb,0,no_flag,27,0.0,20,1
content_130aa3eb5c66,client_19581e27de,0,no_flag,669,0.3,22,0
content_bb2aeb5458ab,client_19581e27de,0,no_flag,2084,0.1,104,1
content_201fece0bc4c,client_3fdba35f04,0,no_flag,285,0.35,104,1
content_a5ad9caf5d01,client_3fdba35f04,0,no_flag,313,0.32,104,1
content_e473468235ea,client_6208ef0f77,0,no_flag,5666,0.39,104,1
content_253e7769f591,client_d029fa3a95,0,low_ctr_visible_page,853,0.0,20,1
content_e486a0149e6a,client_19581e27de,0,no_flag,3707,0.16,104,0
content_52bf25ce153b,client_d029fa3a95,0,no_flag,55,0.0,20,0
content_56c16bdb4428,client_e29c9c180c,0,no_flag,12,0.0,20,0
content_b49930ac4612,client_4ec9599fc2,0,no_flag,1162,0.34,20,1
content_46daac72bec3,client_4e07408562,0,no_flag,2707,0.07,13,0
content_a45d0e06bd52,client_bbb965ab0c,0,no_flag,4035,0.55,15,1
content_b8d4f9803848,client_f74efabef1,0,no_flag,1423,0.07,20,1
content_fdf0cc8f39c7,client_d029fa3a95,0,no_flag,57,0.0,20,1
content_92ca79f8b232,client_19581e27de,0,low_ctr_visible_page,4667,0.0,104,1
content_4f1297aaa874,client_6208ef0f77,0,low_ctr_visible_page,1154,0.0,20,1
content_a31b27f5a770,client_4ec9599fc2,0,no_flag,296,0.0,104,1
content_8a1c4eac8445,client_f369cb89fc,0,no_flag,5044,0.1,20,0
content_49c2f24542d4,client_b4944c6ff0,0,no_flag,5150,0.25,8,1
content_e714fa35684a,client_a88a7902cb,0,no_flag,396,0.0,28,1
content_fd182a96d1f0,client_7f2253d7e2,0,no_flag,347,0.29,20,1
content_12002e6cca19,client_19581e27de,0,no_flag,288,0.35,104,1
content_51d59fe2c05b,client_19581e27de,0,no_flag,11683,0.66,104,0
content_17ee10213d9b,client_2c624232cd,0,no_flag,40,2.5,22,1
content_6572c9c161a9,client_6208ef0f77,0,no_flag,14494,0.45,104,0
content_74abaf41e041,client_6208ef0f77,0,no_flag,13309,0.69,104,0
content_4eb3dfa45931,client_4ec9599fc2,0,no_flag,3799,0.55,20,0
content_93e1ebff27b8,client_8527a891e2,0,no_flag,19,0.0,20,0
content_3a243721a850,client_19581e27de,0,low_ctr_visible_page,2052,0.0,22,0
content_1f37db922da1,client_4e07408562,0,no_flag,74642,0.27,25,1
content_d7ac1351376a,client_a88a7902cb,0,no_flag,170,1.18,20,1
content_bee8636de7cc,client_d029fa3a95,0,no_flag,109,0.0,20,1
content_6340f4fb73f7,client_19581e27de,0,no_flag,25,0.0,22,0
content_49e32ff84f57,client_e629fa6598,0,no_flag,49,0.0,20,0
content_e121d2a30273,client_7f2253d7e2,0,no_flag,623,0.16,20,1
content_373bd8de99f0,client_624b60c58c,0,no_flag,1023,0.68,20,1
content_53fb580be607,client_3fdba35f04,0,no_flag,43211,0.19,26,1
content_38cb7ea8af9c,client_6208ef0f77,0,no_flag,1438,0.07,104,1
content_83e3da1394ac,client_19581e27de,0,low_ctr_visible_page,1425,0.0,22,0
content_98b8ff199fbe,client_2c624232cd,0,no_flag,93,0.0,22,0
content_76bfb7101267,client_6208ef0f77,0,no_flag,1137,0.18,104,0
content_b1dec12cc3db,client_19581e27de,0,low_ctr_visible_page,930,0.0,104,1
content_2cb6de901e4b,client_d029fa3a95,0,no_flag,75,0.0,20,0
content_a65fa49c2e79,client_f74efabef1,0,no_flag,3,0.0,8,1
content_1c1be189ad5e,client_19581e27de,0,no_flag,2954,0.37,104,1
content_e74078fa942e,client_6208ef0f77,0,no_flag,3873,0.72,104,1
content_d33d9ae60541,client_349c41201b,0,no_flag,828,0.6,20,0
content_6d3681bdc80a,client_b4944c6ff0,0,no_flag,3100,0.42,8,1
content_0be34eca7a5b,client_19581e27de,0,low_ctr_visible_page,2133,0.0,22,0
content_07d062db2b51,client_f369cb89fc,0,no_flag,873,0.23,8,0
content_cb304620c8cf,client_19581e27de,0,no_flag,62,0.0,104,1
content_5e66517bb7ab,client_19581e27de,0,no_flag,13621,0.22,104,1
content_8122c8ce5efc,client_19581e27de,0,no_flag,14845,0.45,104,0
content_c66fd2070bf1,client_b4944c6ff0,0,no_flag,160,0.63,20,0
content_967b5a07bd14,client_d029fa3a95,0,no_flag,78,0.0,20,1
content_3713fdac28b6,client_6208ef0f77,0,low_ctr_visible_page,4706,0.0,104,1
content_a37d52a65d8c,client_6208ef0f77,0,low_ctr_visible_page,1588,0.06,104,1
content_71a31b831092,client_e29c9c180c,0,no_flag,1,0.0,104,0
content_be2d3db65f78,client_8722616204,0,no_flag,5,0.0,104,0
content_3efdc9dc584c,client_19581e27de,0,no_flag,31619,0.16,22,1
content_fd619c9a6c43,client_4e07408562,0,no_flag,5945,0.34,25,0
content_0f4b391661fb,client_e629fa6598,0,no_flag,27,0.0,20,1
content_67458b594944,client_2c624232cd,0,no_flag,36,0.0,22,0
content_bc4329900602,client_6208ef0f77,0,no_flag,13205,0.17,104,0
content_e92890271ac4,client_4ec9599fc2,0,no_flag,3,0.0,20,0
content_d386f76378ad,client_19581e27de,0,no_flag,233,0.0,104,0
content_7dbdac24c5ac,client_f74efabef1,0,no_flag,109,0.0,20,1
content_22d5dee4c522,client_a88a7902cb,0,no_flag,235,0.0,20,1
content_e2d06fb19616,client_6208ef0f77,0,low_ctr_visible_page,1235,0.0,104,1
